Cidade;Estado;Data;Feriado;Tipo
Amparo;SP;08/09/2023;Feriado Municipal;Feriado Municipal
Amparo;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Amparo;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Amparo;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Amparo;SP;02/11/2023;Dia De Finados;Feriado Nacional
Amparo;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Amparo;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Amparo;SP;25/12/2023;Natal;Feriado Nacional
Analândia;SP;01/01/2023;Ano Novo;Feriado Nacional
Analândia;SP;20/02/2023;Carnaval;Feriado Nacional
Analândia;SP;21/02/2023;Carnaval;Feriado Nacional
Analândia;SP;22/02/2023;Carnaval;Feriado Nacional
Analândia;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Analândia;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Analândia;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Analândia;SP;08/06/2023;Corpus Christi;Feriado Nacional
Analândia;SP;21/06/2023;Feriado Municipal;Feriado Municipal
Analândia;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Analândia;SP;26/07/2023;Feriado Municipal;Feriado Municipal
Analândia;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Analândia;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Analândia;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Analândia;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Analândia;SP;02/11/2023;Dia De Finados;Feriado Nacional
Analândia;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Analândia;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Analândia;SP;08/12/2023;Feriado Municipal;Feriado Municipal
Analândia;SP;25/12/2023;Natal;Feriado Nacional
Andradina;SP;01/01/2023;Ano Novo;Feriado Nacional
Andradina;SP;20/01/2023;Feriado Municipal;Feriado Municipal
Andradina;SP;20/02/2023;Carnaval;Feriado Nacional
Andradina;SP;21/02/2023;Carnaval;Feriado Nacional
Andradina;SP;22/02/2023;Carnaval;Feriado Nacional
Andradina;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Andradina;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Andradina;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Andradina;SP;08/06/2023;Corpus Christi;Feriado Nacional
Andradina;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Andradina;SP;11/07/2023;Feriado Municipal;Feriado Municipal
Andradina;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Andradina;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Andradina;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Andradina;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Andradina;SP;02/11/2023;Dia De Finados;Feriado Nacional
Andradina;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Andradina;SP;25/12/2023;Natal;Feriado Nacional
Angatuba;SP;01/01/2023;Ano Novo;Feriado Nacional
Angatuba;SP;20/02/2023;Carnaval;Feriado Nacional
Angatuba;SP;21/02/2023;Carnaval;Feriado Nacional
Angatuba;SP;22/02/2023;Carnaval;Feriado Nacional
Angatuba;SP;11/03/2023;Feriado Municipal;Feriado Municipal
Angatuba;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Angatuba;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Angatuba;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Angatuba;SP;08/06/2023;Corpus Christi;Feriado Nacional
Angatuba;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Angatuba;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Angatuba;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Angatuba;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Angatuba;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Angatuba;SP;02/11/2023;Dia De Finados;Feriado Nacional
Angatuba;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Angatuba;SP;25/12/2023;Natal;Feriado Nacional
Anhembi;SP;01/01/2023;Ano Novo;Feriado Nacional
Anhembi;SP;20/02/2023;Carnaval;Feriado Nacional
Anhembi;SP;21/02/2023;Carnaval;Feriado Nacional
Anhembi;SP;22/02/2023;Carnaval;Feriado Nacional
Anhembi;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Anhembi;SP;15/04/2023;Feriado Municipal;Feriado Municipal
Anhembi;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Anhembi;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Anhembi;SP;08/06/2023;Corpus Christi;Feriado Nacional
Anhembi;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Anhembi;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Anhembi;SP;08/09/2023;Feriado Municipal;Feriado Municipal
Anhembi;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Anhembi;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Anhembi;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Anhembi;SP;02/11/2023;Dia De Finados;Feriado Nacional
Anhembi;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Anhembi;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Anhembi;SP;25/12/2023;Natal;Feriado Nacional
Anhumas;SP;01/01/2023;Ano Novo;Feriado Nacional
Anhumas;SP;20/02/2023;Carnaval;Feriado Nacional
Anhumas;SP;21/02/2023;Carnaval;Feriado Nacional
Anhumas;SP;22/02/2023;Carnaval;Feriado Nacional
Anhumas;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Anhumas;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Anhumas;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Anhumas;SP;08/06/2023;Corpus Christi;Feriado Nacional
Anhumas;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Anhumas;SP;06/08/2023;Feriado Municipal;Feriado Municipal
Anhumas;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Anhumas;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Anhumas;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Anhumas;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Anhumas;SP;02/11/2023;Dia De Finados;Feriado Nacional
Anhumas;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Anhumas;SP;13/12/2023;Feriado Municipal;Feriado Municipal
Anhumas;SP;25/12/2023;Natal;Feriado Nacional
Aparecida;SP;01/01/2023;Ano Novo;Feriado Nacional
Aparecida;SP;20/02/2023;Carnaval;Feriado Nacional
Aparecida;SP;21/02/2023;Carnaval;Feriado Nacional
Aparecida;SP;22/02/2023;Carnaval;Feriado Nacional
Aparecida;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Aparecida;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Aparecida;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Aparecida;SP;08/06/2023;Corpus Christi;Feriado Nacional
Aparecida;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Aparecida;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Aparecida;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Aparecida;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Aparecida;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Aparecida;SP;02/11/2023;Dia De Finados;Feriado Nacional
Aparecida;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Aparecida;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Aparecida;SP;17/12/2023;Feriado Municipal;Feriado Municipal
Aparecida;SP;25/12/2023;Natal;Feriado Nacional
Aparecida d'Oeste;SP;01/01/2023;Ano Novo;Feriado Nacional
Aparecida d'Oeste;SP;20/02/2023;Carnaval;Feriado Nacional
Aparecida d'Oeste;SP;21/02/2023;Carnaval;Feriado Nacional
Aparecida d'Oeste;SP;22/02/2023;Carnaval;Feriado Nacional
Aparecida d'Oeste;SP;22/03/2023;Feriado Municipal;Feriado Municipal
Aparecida d'Oeste;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Aparecida d'Oeste;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Aparecida d'Oeste;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Aparecida d'Oeste;SP;08/06/2023;Corpus Christi;Feriado Nacional
Aparecida d'Oeste;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Aparecida d'Oeste;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Aparecida d'Oeste;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Aparecida d'Oeste;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Aparecida d'Oeste;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Aparecida d'Oeste;SP;02/11/2023;Dia De Finados;Feriado Nacional
Aparecida d'Oeste;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Aparecida d'Oeste;SP;25/12/2023;Natal;Feriado Nacional
Apiaí;SP;01/01/2023;Ano Novo;Feriado Nacional
Apiaí;SP;20/02/2023;Carnaval;Feriado Nacional
Apiaí;SP;21/02/2023;Carnaval;Feriado Nacional
Apiaí;SP;22/02/2023;Carnaval;Feriado Nacional
Apiaí;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Apiaí;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Apiaí;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Apiaí;SP;08/06/2023;Corpus Christi;Feriado Nacional
Apiaí;SP;13/06/2023;Dia De Santo Antônio;Feriado Municipal
Apiaí;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Apiaí;SP;14/08/2023;Feriado Municipal;Feriado Municipal
Apiaí;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Apiaí;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Apiaí;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Apiaí;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Apiaí;SP;02/11/2023;Dia De Finados;Feriado Nacional
Apiaí;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Apiaí;SP;25/12/2023;Natal;Feriado Nacional
Araçariguama;SP;01/01/2023;Ano Novo;Feriado Nacional
Araçariguama;SP;20/02/2023;Carnaval;Feriado Nacional
Araçariguama;SP;21/02/2023;Carnaval;Feriado Nacional
Araçariguama;SP;22/02/2023;Carnaval;Feriado Nacional
Araçariguama;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Araçariguama;SP;07/04/2023;Paixão De Cristo;Feriado Municipal
Araçariguama;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Araçariguama;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Araçariguama;SP;19/05/2023;Emancipação;Feriado Municipal
Araçariguama;SP;08/06/2023;Corpus Christi;Feriado Nacional
Araçariguama;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Araçariguama;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Araçariguama;SP;16/09/2023;Padroeira;Feriado Municipal
Araçariguama;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Araçariguama;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Araçariguama;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Araçariguama;SP;02/11/2023;Dia De Finados;Feriado Nacional
Araçariguama;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Araçariguama;SP;25/12/2023;Natal;Feriado Nacional
Araçatuba;SP;01/01/2023;Ano Novo;Feriado Nacional
Araçatuba;SP;20/02/2023;Carnaval;Feriado Nacional
Araçatuba;SP;21/02/2023;Carnaval;Feriado Nacional
Araçatuba;SP;22/02/2023;Carnaval;Feriado Nacional
Araçatuba;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Araçatuba;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Araçatuba;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Araçatuba;SP;08/06/2023;Corpus Christi;Feriado Nacional
Araçatuba;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Araçatuba;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Araçatuba;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Araçatuba;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Araçatuba;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Araçatuba;SP;02/11/2023;Dia De Finados;Feriado Nacional
Araçatuba;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Araçatuba;SP;20/11/2023;Consciência Negra;Feriado Municipal
Araçatuba;SP;02/12/2023;Aniversário;Feriado Municipal
Araçatuba;SP;25/12/2023;Natal;Feriado Nacional
Araçoiaba da Serra;SP;01/01/2023;Ano Novo;Feriado Nacional
Araçoiaba da Serra;SP;20/02/2023;Carnaval;Feriado Nacional
Araçoiaba da Serra;SP;21/02/2023;Carnaval;Feriado Nacional
Araçoiaba da Serra;SP;22/02/2023;Carnaval;Feriado Nacional
Araçoiaba da Serra;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Araçoiaba da Serra;SP;07/04/2023;Aniversário;Feriado Municipal
Araçoiaba da Serra;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Araçoiaba da Serra;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Araçoiaba da Serra;SP;08/06/2023;Corpus Christi;Feriado Nacional
Araçoiaba da Serra;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Araçoiaba da Serra;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Araçoiaba da Serra;SP;15/09/2023;Padroeira;Feriado Municipal
Araçoiaba da Serra;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Araçoiaba da Serra;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Araçoiaba da Serra;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Araçoiaba da Serra;SP;02/11/2023;Dia De Finados;Feriado Nacional
Araçoiaba da Serra;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Araçoiaba da Serra;SP;20/11/2023;Consciência Negra;Feriado Municipal
Araçoiaba da Serra;SP;25/12/2023;Natal;Feriado Nacional
Aramina;SP;01/01/2023;Ano Novo;Feriado Nacional
Aramina;SP;20/02/2023;Carnaval;Feriado Nacional
Aramina;SP;21/02/2023;Carnaval;Feriado Nacional
Aramina;SP;22/02/2023;Carnaval;Feriado Nacional
Aramina;SP;04/04/2023;Feriado Municipal;Feriado Municipal
Aramina;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Aramina;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Aramina;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Aramina;SP;08/06/2023;Corpus Christi;Feriado Nacional
Aramina;SP;13/06/2023;Dia De Santo Antônio;Feriado Municipal
Aramina;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Aramina;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Aramina;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Aramina;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Aramina;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Aramina;SP;02/11/2023;Dia De Finados;Feriado Nacional
Aramina;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Aramina;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Aramina;SP;25/12/2023;Natal;Feriado Nacional
Arandu;SP;01/01/2023;Ano Novo;Feriado Nacional
Arandu;SP;20/02/2023;Carnaval;Feriado Nacional
Arandu;SP;21/02/2023;Carnaval;Feriado Nacional
Arandu;SP;22/02/2023;Carnaval;Feriado Nacional
Arandu;SP;19/03/2023;São José;Feriado Municipal
Arandu;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Arandu;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Arandu;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Arandu;SP;08/06/2023;Corpus Christi;Feriado Nacional
Arandu;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Arandu;SP;15/08/2023;Feriado Municipal;Feriado Municipal
Arandu;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Arandu;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Arandu;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Arandu;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Arandu;SP;02/11/2023;Dia De Finados;Feriado Nacional
Arandu;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Arandu;SP;30/11/2023;Feriado Municipal;Feriado Municipal
Arandu;SP;25/12/2023;Natal;Feriado Nacional
Arapeí;SP;01/01/2023;Ano Novo;Feriado Nacional
Arapeí;SP;20/02/2023;Carnaval;Feriado Nacional
Arapeí;SP;21/02/2023;Carnaval;Feriado Nacional
Arapeí;SP;22/02/2023;Carnaval;Feriado Nacional
Arapeí;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Arapeí;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Arapeí;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Arapeí;SP;08/06/2023;Corpus Christi;Feriado Nacional
Arapeí;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Arapeí;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Arapeí;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Arapeí;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Arapeí;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Arapeí;SP;02/11/2023;Dia De Finados;Feriado Nacional
Arapeí;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Arapeí;SP;25/12/2023;Natal;Feriado Nacional
Araraquara;SP;01/01/2023;Ano Novo;Feriado Nacional
Araraquara;SP;20/02/2023;Carnaval;Feriado Nacional
Araraquara;SP;21/02/2023;Carnaval;Feriado Nacional
Araraquara;SP;22/02/2023;Carnaval;Feriado Nacional
Araraquara;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Araraquara;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Araraquara;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Araraquara;SP;08/06/2023;Corpus Christi;Feriado Nacional
Araraquara;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Araraquara;SP;22/08/2023;Feriado Municipal;Feriado Municipal
Araraquara;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Araraquara;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Araraquara;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Araraquara;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Araraquara;SP;02/11/2023;Dia De Finados;Feriado Nacional
Araraquara;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Araraquara;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Araraquara;SP;25/12/2023;Natal;Feriado Nacional
Araras;SP;01/01/2023;Ano Novo;Feriado Nacional
Araras;SP;20/02/2023;Carnaval;Feriado Nacional
Araras;SP;21/02/2023;Carnaval;Feriado Nacional
Araras;SP;22/02/2023;Carnaval;Feriado Nacional
Araras;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Araras;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Araras;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Araras;SP;08/06/2023;Corpus Christi;Feriado Nacional
Araras;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Araras;SP;15/08/2023;Feriado Municipal;Feriado Municipal
Araras;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Araras;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Araras;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Araras;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Araras;SP;02/11/2023;Dia De Finados;Feriado Nacional
Araras;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Araras;SP;20/11/2023;Dia Da Consciência Negra;Feriado Municipal
Araras;SP;25/12/2023;Natal;Feriado Nacional
Arco-Íris;SP;01/01/2023;Ano Novo;Feriado Nacional
Arco-Íris;SP;20/02/2023;Carnaval;Feriado Nacional
Arco-Íris;SP;21/02/2023;Carnaval;Feriado Nacional
Arco-Íris;SP;22/02/2023;Carnaval;Feriado Nacional
Arco-Íris;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Arco-Íris;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Arco-Íris;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Arco-Íris;SP;08/06/2023;Corpus Christi;Feriado Nacional
Arco-Íris;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Arco-Íris;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Arco-Íris;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Arco-Íris;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Arco-Íris;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Arco-Íris;SP;02/11/2023;Dia De Finados;Feriado Nacional
Arco-Íris;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Arco-Íris;SP;25/12/2023;Natal;Feriado Nacional
Arealva;SP;01/01/2023;Ano Novo;Feriado Nacional
Arealva;SP;20/02/2023;Carnaval;Feriado Nacional
Arealva;SP;21/02/2023;Carnaval;Feriado Nacional
Arealva;SP;22/02/2023;Carnaval;Feriado Nacional
Arealva;SP;01/04/2023;Feriado Municipal;Feriado Municipal
Arealva;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Arealva;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Arealva;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Arealva;SP;08/06/2023;Corpus Christi;Feriado Nacional
Arealva;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Arealva;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Arealva;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Arealva;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Arealva;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Arealva;SP;02/11/2023;Dia De Finados;Feriado Nacional
Arealva;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Arealva;SP;25/11/2023;Feriado Municipal;Feriado Municipal
Arealva;SP;25/12/2023;Natal;Feriado Nacional
Areias;SP;01/01/2023;Ano Novo;Feriado Nacional
Areias;SP;20/02/2023;Carnaval;Feriado Nacional
Areias;SP;21/02/2023;Carnaval;Feriado Nacional
Areias;SP;22/02/2023;Carnaval;Feriado Nacional
Areias;SP;07/04/2023;Sexta Feira Santa;Feriado Nacional
Areias;SP;21/04/2023;Dia De Tiradentes;Feriado Nacional
Areias;SP;01/05/2023;Dia Do Trabalho;Feriado Nacional
Areias;SP;08/06/2023;Corpus Christi;Feriado Nacional
Areias;SP;09/07/2023;Revolução Constitucionalista;Feriado Estadual
Areias;SP;07/09/2023;Independência Do Brasil;Feriado Nacional
Areias;SP;12/10/2023;Nossa Senhora Aparecida;Feriado Nacional
Areias;SP;15/10/2023;Dia Do Professor;Feriado Nacional
Areias;SP;28/10/2023;Dia Do Servidor Público;Feriado Nacional
Areias;SP;02/11/2023;Dia De Finados;Feriado Nacional
Areias;SP;15/11/2023;Proclamação Da República;Feriado Nacional
Areias;SP;25/12/2023;Natal;Feriado Nacional
Areiópolis;SP;01/01/2023;Ano Novo;Feriado Nacional
Areiópolis;SP;20/02/2023;Carnaval;Feriado Nacional
Areiópolis;SP;21/02/2023;Carnaval;Feriado Nacional
